goods_nomenclature_sid,goods_nomenclature_item_id,productline_suffix,description
74055,"8103200000","80","Unwrought tantalum including bars and rods obtained simply by sintering; powders"
74056,"8103300000","80","Waste and scrap"
47174,"8103900000","80","Other"
47175,"8103901000","80","Bars and rods other than those obtained simply by sintering profiles wire plates sheets strip and foil"
47178,"8103909000","80","Other"
47181,"8104000000","80","Magnesium and articles thereof including waste and scrap"
47182,"8104110000","10","Unwrought magnesium"
47183,"8104110000","80","Containing at least 998 % by weight of magnesium"
47189,"8104190000","80","Other"
105619,"8104190010","80","Unwrought magnesium containing 93 % or more but not more than 997 % by weight of magnesium"
105618,"8104190090","80","Other"
47190,"8104200000","80","Waste and scrap"
47191,"8104300000","80","Raspings turnings and granules graded according to size; powders"
98196,"8104300020","10","Magnesium powder with a particle size of 02 mm or more but not more than 08 mm"
98079,"8104300020","80","Of purity by weight of 98% or more but not more than 995%"
99633,"8104300035","80","of purity by weight of more than 995 %"
98195,"8104300040","80","Other"
93593,"8104300090","80","Other"
47192,"8104900000","80","Other"
55267,"8104900010","80","Ground and polished magnesium sheets of dimensions not more than 1500 mm !x! 2000 mm coated on one side with an epoxy resin insensitive to light"
55268,"8104900090","80","Other"
47197,"8105000000","80","Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof including waste and scrap"
74057,"8105200000","80","Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders"
74058,"8105300000","80","Waste and scrap"
47201,"8105900000","80","Other"
97541,"8105900010","80","Bars or wires made of cobalt alloy containing by weight : - 35 % (± 2 %) cobalt - 25 % (± 1 %) nickel - 19 % (± 1 %) chromium and - 7 % (± 2 %) iron conforming to the material specifications AMS 5842"
97542,"8105900090","80","Other"
47202,"8106000000","80","Bismuth and articles thereof including waste and scrap"
47203,"8106001000","80","Unwrought bismuth; waste and scrap; powders"
47204,"8106009000","80","Other"
47205,"8107000000","80","Cadmium and articles thereof including waste and scrap"
74059,"8107200000","80","Unwrought cadmium; powders"
74060,"8107300000","80","Waste and scrap"
47207,"8107900000","80","Other"
47208,"8108000000","80","Titanium and articles thereof including waste and scrap"
74061,"8108200000","80","Unwrought titanium; powders"
74062,"8108200010","80","Titanium sponge"
91173,"8108200030","80","Titanium powder of which 90 % by weight or more passes through a sieve with an aperture of 0224 mm"
103608,"8108200070","80","Titanium alloy slab with - a height of 203 cm or more but not more than 233 cm - a length of 2461 cm or more but not more than 2896 cm - a width of 406 cm or more but not more than 467 cm - a weight of 820 kg or more but not more than 965 kg containing alloy elements by weight of: - 52 % or more but not more than 62 % of aluminium - 25 % or more but not more than 48 % of vanadium "
74063,"8108200090","80","Other"
74064,"8108300000","80","Waste and scrap"
81302,"8108300010","80","Waste and scrap of titanium and titanium alloys except those containing by weight 1 % or more but not more than 2 % of aluminium"
81303,"8108300090","80","Other"
47214,"8108900000","80","Other"
47217,"8108903000","80","Bars rods profiles and wire"
90045,"8108903010","80","Titanium alloy rods complying with standard EN 2002-1 EN 4267 or DIN 65040"
103609,"8108903015","80","Rods and wire of an alloy of titanium with: - a uniform solid cross-section in the form of a cylinder - with a diameter of 08 mm or more but not more than 5 mm - an aluminium content by weight of 03 % or more but not more than 07 % - a silicon content by weight of 03 % or more but not more than 06 % - a niobium content by weight of 01 or more but not more than 03 % and - an iron content by weight of not more than 02 % "
105620,"8108903035","80","Bars and wires of titanium with a titanium content of 988 % or more but not more than 999 % of a diameter less than 20 mm"
105779,"8108903045","80","Titanium-aluminium-vanadium alloy (TiAl6V4) wire of a diameter less than 20 mm and complying with AMS standards 4928 4965 or 4967"
100542,"8108903060","80","Forged cylindrical bars of titanium with:   - a purity of 99995 % by weight or more   - a diameter of 140 mm or more but not more than 200 mm   - a weight of 5 kg or more but not more than 300 kg "
100548,"8108903070","80","Wire of an titanium alloy containing by weight:   - 22 % (± 1 %) of vanadium and   - 4 % (± 05 %) of aluminium or   - 15 % (± 1 %) of vanadium   - 3 % (± 05 %) of chromium   - 3 % (± 05 % of tin and   - 3 % (± 05 %) of aluminium "
90046,"8108903090","80","Other"
47218,"8108905000","80","Plates sheets strip and foil"
103610,"8108905045","80","Cold or hot rolled plates sheets and strips of non-alloyed titanium with: - a thickness of 04 mm or more but not more than 100 mm - a length of not more than 14 m and - a width of not more than 4 m "
103630,"8108905055","80","Plates sheets strip and foil of an alloy of titanium"
99146,"8108905080","80","Plates sheets strips and foil of non-alloyed titanium - of a width of more than 750 mm - of a thickness of not more than 3 mm "
99235,"8108905085","80","Strip or foil of non-alloyed titanium:   - containing more than 007 % by weight of oxygen (O@2)   - of a thickness of 04 mm or more but not more than 25 mm   - conforming to the Vickers hardness HV1 standard of not more than 170 of a kind used in the manufacture of welded tubes for nuclear power plant condensers"
81346,"8108905090","80","Other"
84245,"8108906000","80","Tubes and pipes"
84248,"8108906010","80","Tubes and pipes with attached fittings suitable for conducting gases or liquids for use in civil aircraft"
84246,"8108906020","80","Thin-walled tubes ready for use in ventilation and air-conditioning systems for use in certain types of aircraft"
84247,"8108906090","80","Other"
47222,"8108909000","80","Other"
47223,"8108909010","80","Self-locking bolts and nuts (of the type Hi-lok)"
100551,"8108909030","80","Parts of spectacle frames and mountings including   - temples   - blanks of a kind used for the manufacture of spectacle parts and   - bolts of the kind used for spectacle frames and mountings of a titanium alloy"
47224,"8108909091","10","Other"
47225,"8108909091","80","Bolts nuts screws rivets and similar articles complying with US standards for use in certain types of aircraft"
47227,"8108909099","80","Other"
47228,"8109000000","80","Zirconium and articles thereof including waste and scrap"
74065,"8109200000","80","Unwrought zirconium; powders"
74066,"8109200010","80","Non-alloy zirconium sponges or ingots containing by weight more than 001 % of hafnium for use in the manufacture of tubes bars or ingots enlarged by remelting for the chemical industry"
74067,"8109200090","80","Other"
74068,"8109300000","80","Waste and scrap"
47232,"8109900000","80","Other"
47233,"8110000000","80","Antimony and articles thereof including waste and scrap"
74069,"8110100000","80","Unwrought antimony; powders"
74070,"8110100010","80","Antimony in the form of ingots"
74071,"8110100090","80","Other"
74072,"8110200000","80","Waste and scrap"
74073,"8110900000","80","Other"
47240,"8111000000","80","Manganese and articles thereof including waste and scrap"
47241,"8111001100","10","Unwrought manganese; waste and scrap; powders"
47242,"8111001100","80","Unwrought manganese; powders"
47246,"8111001900","80","Waste and scrap"
47247,"8111009000","80","Other"
47248,"8112000000","80","Beryllium chromium germanium vanadium gallium hafnium indium niobium (columbium) rhenium and thallium and articles of these metals including waste and scrap"
74074,"8112120000","10","Beryllium"
74075,"8112120000","80","Unwrought; powders"
74076,"8112130000","80","Waste and scrap"
47251,"8112190000","80","Other"
74077,"8112210000","10","Chromium"
74078,"8112210000","80","Unwrought; powders"
74079,"8112211000","80","Alloys containing more than 10 % by weight of nickel"
74080,"8112219000","80","Other"
74081,"8112220000","80","Waste and scrap"
74082,"8112290000","80","Other"
74094,"8112510000","10","Thallium"
74084,"8112510000","80","Unwrought; powders"
74085,"8112520000","80","Waste and scrap"
74086,"8112590000","80","Other"
74087,"8112920000","10","Other"
74088,"8112920000","80","Unwrought; waste and scrap; powders"
74089,"8112921000","80","Hafnium (celtium)"
87044,"8112922100","10","Niobium (columbium); rhenium; gallium; indium; vanadium; germanium"
87045,"8112922100","80","Waste and scrap"
74090,"8112923100","10","Other"
74091,"8112923100","80","Niobium (columbium); rhenium"
74097,"8112928100","80","Indium"
74098,"8112928900","80","Gallium"
87072,"8112929100","80","Vanadium"
87073,"8112929500","80","Germanium"
47277,"8112990000","80","Other"
87075,"8112992000","80","Hafnium (celtium); germanium"
87941,"8112992010","80","Hafnium (celtium)"
87942,"8112992090","80","Germanium"
47279,"8112993000","80","Niobium (columbium); rhenium"
47280,"8112993010","80","Alloy of niobium (columbium) and titanium in the form of bars and rods"
47281,"8112993090","80","Other"
87077,"8112997000","80","Gallium; indium; vanadium"
47285,"8113000000","80","Cermets and articles thereof including waste and scrap"
56342,"8113002000","80","Unwrought"
104118,"8113002010","80","Cermet blocks containing by weight 60 % or more of aluminium and 5 % or more of boron carbide"
104117,"8113002090","80","Other"
56343,"8113004000","80","Waste and scrap"
47287,"8113009000","80","Other"
90049,"8113009010","80","Carrier plate of aluminium silicon carbide (AlSiC-9) for electronic circuits"
99932,"8113009020","80","Cuboid spacer made of aluminium silicon carbide (AlSiC) composite used for packaging in IGBT-modules"
90050,"8113009090","80","Other"
47288,"8200000000","80","TOOLS IMPLEMENTS CUTLERY SPOONS AND FORKS OF BASE METAL; PARTS THEREOF OF BASE METAL"
47289,"8201000000","80","Hand tools the following: spades shovels mattocks picks hoes forks and rakes; axes billhooks and similar hewing tools; secateurs and pruners of any kind; scythes sickles hay knives hedge shears timber wedges and other tools of a kind used in agriculture horticulture or forestry"
47290,"8201100000","80","Spades and shovels"
47292,"8201300000","80","Mattocks picks hoes and rakes"
47293,"8201400000","80","Axes billhooks and similar hewing tools"
47294,"8201500000","80","Secateurs and similar one-handed pruners and shears (including poultry shears)"
47295,"8201600000","80","Hedge shears two-handed pruning shears and similar two-handed shears"
47296,"8201900000","80","Other hand tools of a kind used in agriculture horticulture or forestry"
47297,"8202000000","80","Handsaws; blades for saws of all kinds (including slitting slotting or toothless saw blades)"
47298,"8202100000","80","Handsaws"
47299,"8202200000","80","Bandsaw blades"
47302,"8202310000","10","Circular saw blades (including slitting or slotting saw blades)"
47303,"8202310000","80","With working part of steel"
60318,"8202390000","80","Other including parts"
47313,"8202400000","80","Chainsaw blades"
47314,"8202910000","10","Other saw blades"
47315,"8202910000","80","Straight saw blades for working metal"
47322,"8202990000","80","Other"
93123,"8202992000","80","For working metal"
93124,"8202998000","80","For working other materials"
47327,"8203000000","80","Files rasps pliers (including cutting pliers) pincers tweezers metal-cutting shears pipe-cutters bolt croppers perforating punches and similar hand tools"
47328,"8203100000","80","Files rasps and similar tools"
47329,"8203200000","80","Pliers (including cutting pliers) pincers tweezers and similar tools"
47332,"8203300000","80","Metal-cutting shears and similar tools"
47333,"8203400000","80","Pipe-cutters bolt croppers perforating punches and similar tools"
47334,"8204000000","80","Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); interchangeable spanner sockets with or without handles"
47335,"8204110000","10","Hand-operated spanners and wrenches"
47336,"8204110000","80","Non-adjustable"
47337,"8204120000","80","Adjustable"
47338,"8204200000","80","Interchangeable spanner sockets with or without handles"
47339,"8205000000","80","Hand tools (including glaziers' diamonds) not elsewhere specified or included; blowlamps; vices clamps and the like other than accessories for and parts of machine-tools or water-jet cutting machines; anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks"
47340,"8205100000","80","Drilling threading or tapping tools"
47341,"8205200000","80","Hammers and sledge hammers"
47342,"8205300000","80","Planes chisels gouges and similar cutting tools for working wood"
47343,"8205400000","80","Screwdrivers"
47344,"8205510000","10","Other hand tools (including glaziers' diamonds)"
47345,"8205510000","80","Household tools"
47346,"8205590000","80","Other"
47347,"8205591000","80","Tools for masons moulders cement workers plasterers and painters"
93341,"8205598000","80","Other"
47350,"8205600000","80","Blowlamps"
47351,"8205700000","80","Vices clamps and the like"
47353,"8205900000","80","Other including sets of articles of two or more subheadings of this heading"
95864,"8205901000","80","Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks"
95863,"8205909000","80","Sets of articles of two or more subheadings of this heading"
47354,"8206000000","80","Tools of two or more of headings 8202 to 8205 put up in sets for retail sale"
47355,"8207000000","80","Interchangeable tools for hand tools whether or not power-operated or for machine tools (for example for pressing stamping punching tapping threading drilling boring broaching milling turning or screw driving) including dies for drawing or extruding metal and rock-drilling or earth-boring tools"
60319,"8207130000","10","Rock-drilling or earth-boring tools"
60320,"8207130000","80","With working part of cermets"
60321,"8207190000","80","Other including parts"
60322,"8207191000","80","With working part of diamond or agglomerated diamond"
98618,"8207191010","80","Inserts for drilling tools with working parts of agglomerated diamonds"
98619,"8207191090","80","Other"
60323,"8207199000","80","Other"
47363,"8207200000","80","Dies for drawing or extruding metal"
47364,"8207201000","80","With working part of diamond or agglomerated diamond"
60324,"8207209000","80","With working part of other materials"
47368,"8207300000","80","Tools for pressing stamping or punching"
47369,"8207301000","80","For working metal"
96960,"8207301010","80","Set of transfer and/or tandem press tools for cold-forming pressing drawing cutting punching bending calibrating bordering and throating of metal sheets for use in the manufacture of frame parts or body parts of motor vehicles"
96959,"8207301090","80","Other"
47370,"8207309000","80","Other"
47371,"8207400000","80","Tools for tapping or threading"
60928,"8207401000","10","For working metal"
60325,"8207401000","80","Tools for tapping"
60326,"8207403000","80","Tools for threading"
47379,"8207409000","80","Other"
47380,"8207500000","80","Tools for drilling other than for rock-drilling"
47381,"8207501000","80","With working part of diamond or agglomerated diamond"
47382,"8207503000","10","With working part of other materials"
47383,"8207503000","80","Masonry drills"
47384,"8207505000","10","Other"
47385,"8207505000","20","For working metal with working part"
47386,"8207505000","80","Of cermets"
47387,"8207506000","80","Of high speed steel"
47388,"8207507000","80","Of other materials"
47389,"8207509000","80","Other"
47390,"8207600000","80","Tools for boring or broaching"
47391,"8207601000","80","With working part of diamond or agglomerated diamond"
63133,"8207603000","10","With working part of other materials"
63134,"8207603000","20","Tools for boring"
60327,"8207603000","80","For working metal"
47397,"8207605000","80","Other"
63135,"8207607000","10","Tools for broaching"
60328,"8207607000","80","For working metal"
47402,"8207609000","80","Other"
47403,"8207700000","80","Tools for milling"
47404,"8207701000","10","For working metal with working part"
47405,"8207701000","80","Of cermets"
47406,"8207703100","10","Of other materials"
47407,"8207703100","80","Shank type"
95865,"8207703700","80","Other"
47411,"8207709000","80","Other"
47412,"8207800000","80","Tools for turning"
47413,"8207801100","10","For working metal with working part"
47414,"8207801100","80","Of cermets"
60329,"8207801900","80","Of other materials"
47418,"8207809000","80","Other"
47419,"8207900000","80","Other interchangeable tools"
47420,"8207901000","80","With working part of diamond or agglomerated diamond"
47421,"8207903000","10","With working part of other materials"
47422,"8207903000","80","Screwdriver bits"
47423,"8207905000","80","Gear-cutting tools"
47424,"8207907100","10","Other with working part"
47425,"8207907100","20","Of cermets"
47426,"8207907100","80","For working metal"
54956,"8207907800","80","Other"
47430,"8207909100","10","Of other materials"
47431,"8207909100","80","For working metal"
47432,"8207909900","80","Other"
47433,"8208000000","80","Knives and cutting blades for machines or for mechanical appliances"
47434,"8208100000","80","For metalworking"
47435,"8208200000","80","For woodworking"
47436,"8208300000","80","For kitchen appliances or for machines used by the food industry"
47439,"8208400000","80","For agricultural horticultural or forestry machines"
47440,"8208900000","80","Other"
47441,"8209000000","80","Plates sticks tips and the like for tools unmounted of cermets"
47443,"8209002000","80","Indexable inserts"
47444,"8209008000","80","Other"
47446,"8210000000","80","Hand-operated mechanical appliances weighing 10 kg or less used in the preparation conditioning or serving of food or drink"
47449,"8211000000","80","Knives with cutting blades serrated or not (including pruning knives) other than knives of heading 8208 and blades therefor"
47450,"8211100000","80","Sets of assorted articles"
47451,"8211910000","10","Other"
47452,"8211910000","80","Table knives having fixed blades"
47457,"8211920000","80","Other knives having fixed blades"
47460,"8211930000","80","Knives having other than fixed blades"
47463,"8211940000","80","Blades"
60330,"8211950000","80","Handles of base metal"
47464,"8212000000","80","Razors and razor blades (including razor blade blanks in strips)"
47465,"8212100000","80","Razors"
47466,"8212101000","80","Safety razors with non-replaceable blades"
47467,"8212109000","80","Other"
47468,"8212200000","80","Safety razor blades including razor blade blanks in strips"
47469,"8212900000","80","Other parts"
47470,"8213000000","80","Scissors tailors' shears and similar shears and blades therefor"
47471,"8214000000","80","Other articles of cutlery (for example hair clippers butchers' or kitchen cleavers choppers and mincing knives paperknives); manicure or pedicure sets and instruments (including nail files)"
47472,"8214100000","80","Paperknives letter openers erasing knives pencil sharpeners and blades therefor"
47473,"8214200000","80","Manicure or pedicure sets and instruments (including nail files)"
47474,"8214900000","80","Other"
47475,"8215000000","80","Spoons forks ladles skimmers cake-servers fish-knives butter-knives sugar tongs and similar kitchen or tableware"
47476,"8215100000","80","Sets of assorted articles containing at least one article plated with precious metal"
47478,"8215102000","80","Containing only articles plated with precious metal"
47479,"8215103000","10","Other"
47480,"8215103000","80","Of stainless steel"
47481,"8215108000","80","Other"
47483,"8215200000","80","Other sets of assorted articles"
47484,"8215201000","80","Of stainless steel"
47485,"8215209000","80","Other"
47486,"8215910000","10","Other"
47487,"8215910000","80","Plated with precious metal"
47488,"8215990000","80","Other"
47489,"8215991000","80","Of stainless steel"
47490,"8215999000","80","Other"
47491,"8300000000","80","MISCELLANEOUS ARTICLES OF BASE METAL"
47492,"8301000000","80","Padlocks and locks (key combination or electrically operated) of base metal; clasps and frames with clasps incorporating locks of base metal; keys for any of the foregoing articles of base metal"
47493,"8301100000","80","Padlocks"
47494,"8301200000","80","Locks of a kind used for motor vehicles"
104618,"8301200010","80","Mechanical or electromechanical steering column lock: -with a height of 105 cm (± 3 cm) -with a width of 65 cm (± 3 cm) -in a metal housing -whether or not with a holder for use in the manufacture of goods of Chapter 87"
104617,"8301200090","80","Other"
47495,"8301300000","80","Locks of a kind used for furniture"
47496,"8301400000","80","Other locks"
47497,"8301401100","10","Locks of a kind used for doors of buildings"
47498,"8301401100","80","Cylinder"
47499,"8301401900","80","Other"
47500,"8301409000","80","Other locks"
47501,"8301500000","80","Clasps and frames with clasps incorporating locks"
47502,"8301600000","80","Parts"
105355,"8301600030","80","Silicone or plastic keyboards comprising: -parts of common metal and -whether or not comprising parts of plastic -epoxy resin reinforced with fiberglass or wood -whether or not printed or surface-treated -with or without electrical conductors -with or without a membrane bonded to the keyboard -with or without mono or multilayer protective film "
97566,"8301600090","80","Other"
47503,"8301700000","80","Keys presented separately"
47504,"8302000000","80","Base-metal mountings fittings and similar articles suitable for furniture doors staircases windows blinds coachwork saddlery trunks chests caskets or the like; base-metal hat-racks hat-pegs brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal"
47505,"8302100000","80","Hinges"
84254,"8302100010","80","For use in civil aircraft"
84259,"8302100090","80","Other"
47508,"8302200000","80","Castors"
84255,"8302200010","80","For use in civil aircraft"
84260,"8302200090","80","Other"
47511,"8302300000","80","Other mountings fittings and similar articles suitable for motor vehicles"
104651,"8302300010","80","Support bracket for an exhaust system: -with a thickness of 07 mm or more but not more than 13 mm -of stainless steel class 1.4310 and 1.4301 according to norm EN 10088 -whether or not with mounting holes for use in the manufacture of exhaust systems for automobiles"
104650,"8302300090","80","Other"
47512,"8302410000","10","Other mountings fittings and similar articles"
47513,"8302410000","80","Suitable for buildings"
90356,"8302411000","80","For doors"
90357,"8302415000","80","For windows and French windows"
90358,"8302419000","80","Other"
47514,"8302420000","80","Other suitable for furniture"
84256,"8302420010","80","For use in civil aircraft"
96673,"8302420090","80","Other"
47517,"8302490000","80","Other"
84257,"8302490010","80","For use in civil aircraft"
97440,"8302490091","10","Other"
97438,"8302490091","80","Aluminium telescopic handle for use in the manufacture of luggage"
97439,"8302490099","80","Other"
47520,"8302500000","80","Hat-racks hat-pegs brackets and similar fixtures"
47521,"8302600000","80","Automatic door closers"
84258,"8302600010","80","For use in civil aircraft"
84263,"8302600090","80","Other"
47524,"8303000000","80","Armoured or reinforced safes strongboxes and doors and safe deposit lockers for strong-rooms cash or deed boxes and the like of base metal"
93125,"8303004000","80","Armoured or reinforced safes strongboxes and doors and safe deposit lockers for strongrooms"
47527,"8303009000","80","Cash or deed boxes and the like"
47528,"8304000000","80","Filing cabinets card-index cabinets paper trays paper rests pen trays office-stamp stands and similar office or desk equipment of base metal other than office furniture of heading 9403"
47529,"8305000000","80","Fittings for loose-leaf binders or files letter clips letter corners paper clips indexing tags and similar office articles of base metal; staples in strips (for example for offices upholstery packaging) of base metal"
47530,"8305100000","80","Fittings for loose-leaf binders or files"
77294,"8305100011","10","Ring binder mechanisms (other than those with 17 or 23 rings) consisting of two rectangular steel sheets or wires with at least four half rings made of steel wire fixed on it and which are kept together by a steel cover; they can be opened either by pulling the half rings or with a small steel-made trigger mechanism fixed to the ring binder mechanism"
77304,"8305100011","80","Consigned from Viet Nam"
81834,"8305100013","80","Consigned from Lao People's Democratic Republic"
77305,"8305100019","80","Other"
77306,"8305100021","10","Ring binder mechanisms consisting of two rectangular steel sheets or wires with 17 or 23 rings made of steel wire fixed on it and which are kept together by a steel cover; they can be opened either by pulling the half rings or with a small steel-made trigger mechanism fixed to the ring binder mechanism"
77307,"8305100021","80","Consigned from Viet Nam"
81835,"8305100023","80","Consigned from Lao People's Democratic Republic"
77308,"8305100029","80","Other"
90252,"8305100034","10","Other ring binder mechanisms"
90235,"8305100034","80","Ring binder mechanisms (other than those with 17 or 23 rings) consisting of two steel sheets or wires with at least four half rings made of steel wire fixed on it and which are kept together by a steel cover; they can be opened either by pulling the half rings or with a small steel-made trigger mechanism fixed to the ring binder mechanism"
90236,"8305100035","80","Ring binder mechanisms consisting of two steel sheets or wires with 17 or 23 rings made of steel wire fixed on it and which are kept together by a steel cover; they can be opened either by pulling the half rings or with a small steel-made trigger mechanism fixed to the ring binder mechanism"
93524,"8305100036","80","Ring binder mechanisms consisting of more than two steel sheets or wires with at least four half rings made of steel wire fixed on it and which are kept together by a steel cover; they can be opened either by pulling the half rings or with a small steel-made trigger mechanism fixed to the ring binder mechanism"
90253,"8305100049","80","Other"
84504,"8305100050","80","Lever arch mechanisms for archiving sheets and other documents in binders and files consisting of arched sturdy metal elements (normally two) on a back plate and having at least one opening trigger that permits inserting and filing of sheets and other documents "
89876,"8305100099","80","Other"
47531,"8305200000","80","Staples in strips"
47534,"8305900000","80","Other including parts"
47535,"8306000000","80","Bells gongs and the like non-electric of base metal; statuettes and other ornaments of base metal; photograph picture or similar frames of base metal; mirrors of base metal"
47536,"8306100000","80","Bells gongs and the like"
47537,"8306210000","10","Statuettes and other ornaments"
47538,"8306210000","80","Plated with precious metal"
47539,"8306290000","80","Other"
47542,"8306300000","80","Photograph picture or similar frames; mirrors"
47543,"8307000000","80","Flexible tubing of base metal with or without fittings"
47544,"8307100000","80","Of iron or steel"
84264,"8307100010","80","With fittings attached for use in civil aircraft"
84267,"8307100090","80","Other"
47547,"8307900000","80","Of other base metal"
84265,"8307900010","80","With fittings attached for use in civil aircraft"
84266,"8307900090","80","Other"
47550,"8308000000","80","Clasps frames with clasps buckles buckle-clasps hooks eyes eyelets and the like of base metal of a kind used for clothing or clothing accessories footwear jewellery wrist watches books awnings leather goods travel goods or saddlery or for other made up articles; tubular or bifurcated rivets of base metal; beads and spangles of base metal"
47551,"8308100000","80","Hooks eyes and eyelets"
105253,"8308100040","80","Staples whether or not in strips or in coils hog rings whether or not in strips brad nails in strips and pins in strips; of steel wire whether or not coated of aluminum alloy wire or of stainless steel wire; designed for joining or holding together materials or objects"
105239,"8308100090","80","Other"
47552,"8308200000","80","Tubular or bifurcated rivets"
47553,"8308200010","80","For use in certain types of aircraft"
47554,"8308200090","80","Other"
47555,"8308900000","80","Other including parts"
47556,"8308900010","80","Beads and spangles hand-made"
47557,"8308900090","80","Other"
47558,"8309000000","80","Stoppers caps and lids (including crown corks screw caps and pouring stoppers) capsules for bottles threaded bungs bung covers seals and other packing accessories of base metal"
47559,"8309100000","80","Crown corks"
47560,"8309900000","80","Other"
47561,"8309901000","80","Capsules of lead; capsules of aluminium of a diameter exceeding 21 mm"
47562,"8309909000","80","Other"
76694,"8309909010","80","Aluminium can ends:   - with a diameter of 9900 mm or more but not more than 1365 mm (±1mm)   - whether or not with a ring-pull aperture "
76716,"8309909090","80","Other"
47563,"8310000000","80","Sign-plates nameplates address-plates and similar plates numbers letters and other symbols of base metal excluding those of heading 9405"
47564,"8311000000","80","Wire rods tubes plates electrodes and similar products of base metal or of metal carbides coated or cored with flux material of a kind used for soldering brazing welding or deposition of metal or of metal carbides; wire and rods of agglomerated base metal powder used for metal spraying"
47565,"8311100000","80","Coated electrodes of base metal for electric arc-welding"
47568,"8311200000","80","Cored wire of base metal for electric arc-welding"
47569,"8311300000","80","Coated rods and cored wire of base metal for soldering brazing or welding by flame"
47570,"8311900000","80","Other"
47571,"8400000000","80","NUCLEAR REACTORS BOILERS MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
47572,"8401000000","80","Nuclear reactors; fuel elements (cartridges) non-irradiated for nuclear reactors; machinery and apparatus for isotopic separation"
47573,"8401100000","80","Nuclear reactors"
47574,"8401200000","80","Machinery and apparatus for isotopic separation and parts thereof"
47575,"8401300000","80","Fuel elements (cartridges) non-irradiated"
82224,"8401300020","80","Non-irradiated hexagonal fuel modules (elements) for use in nuclear reactors"
82225,"8401300080","80","Other"
47578,"8401400000","80","Parts of nuclear reactors"
98620,"8401400010","80","Stainless steel absorber control rods filled with neutron absorbing chemical elements"
98621,"8401400090","80","Other"
47585,"8402000000","80","Steam or other vapour generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); superheated water boilers"
47586,"8402110000","10","Steam or other vapour generating boilers"
